Abstract,Title
"WITH THE ARISES OF INDUSTRYFOURTH, NUMEROUS CONCEPTS HAVE EMERGED; ONE OF THE MAIN CONCEPTS IS THE DIGITALTWIN (DT). DT IS BEING WIDELY USED NOWADAYS, HOWEVER, AS THERE ARE SEVERAL USES IN THE EXISTING LITERATURE; THE UNDERSTANDING OF THE CONCEPT AND ITS FUNCTIONING CAN BE DIFFUSE. THE MAIN GOAL OF THIS PAPER IS TO PROVIDE A REVIEW OF THE EXISTING LITERATURE TO CLARIFY THE CONCEPT, OPERATION, AND MAIN CHARACTERISTICS OF DT, TO INTRODUCE THE MOST CURRENT OPERATING, COMMUNICATION, AND USAGE TRENDS RELATED TO THIS TECHNOLOGY, AND TO PRESENT THE PERFORMANCE OF THE SYNERGY BETWEEN DT AND MULTI-AGENT SYSTEM (MAS) TECHNOLOGIES THROUGH A COMPUTER SCIENCE APPROACH. © 2021 BY ASME",DIGITALTWINS REVIEW AND CHALLENGES
"INDUSTRYFOURTH APPLICATIONS HELP DIGITAL INDUSTRIAL TRANSFORMATION TO BE ACHIEVED THROUGH SMART, DATA-DRIVEN SOLUTIONS THAT IMPROVE PRODUCTION EFFICIENCY, PRODUCT CONSISTENCY, PREVENTIVE MAINTENANCE, AND THE LOGISTICS OF INDUSTRIAL APPLICATIONS AND RELATED SUPPLY CHAINS. TO ENABLE AND ACCELERATE DIGITAL INDUSTRIAL TRANSFORMATION, IT IS VITAL TO SUPPORT COST-EFFICIENT INDUSTRYFOURTH APPLICATION DEVELOPMENT. HOWEVER, THE DEVELOPMENT OF SUCH INDUSTRYFOURTH APPLICATIONS IS CURRENTLY EXPENSIVE DUE TO THE LIMITATIONS OF EXISTING IOT PLATFORMS IN REPRESENTING COMPLEX INDUSTRIAL MACHINES, THE SUPPORT OF ONLY PRODUCTION LINE-BASED APPLICATION TESTING, AND THE LACK OF COST MODELS FOR APPLICATION COST/BENEFIT ANALYSIS. IN THIS PAPER, WE PROPOSE THE USE OF CYBER TWINS (CTS), AN EXTENSION OF DIGITALTWINS, TO SUPPORT COST-EFFICIENT INDUSTRYFOURTH APPLICATION DEVELOPMENT. CTS PROVIDE SEMANTIC DESCRIPTIONS OF THE MACHINES THEY REPRESENT AND INCORPORATE MACHINE SIMULATORS THAT ENABLE APPLICATION TESTING WITHOUT ANY PRODUCTION LINE RISK AND COST. THIS PAPER FOCUSES ON CT-BASED INDUSTRYFOURTH APPLICATION DEVELOPMENT AND THE RELATED COST MODELS. VIA A CASE STUDY OF A CT-BASED INDUSTRYFOURTH APPLICATION FROM THE DAIRY INDUSTRY, THE PAPER SHOWS THAT CT-BASED INDUSTRYFOURTH APPLICATIONS CAN BE DEVELOPED WITH APPROXIMATELY 60% OF THE COST OF IOT PLATFORM-BASED APPLICATION DEVELOPMENT. © BY THE AUTHORS. LICENSEE MDPI, BASEL, SWITZERLAND.",DIGITALTWINS SUPPORTING EFFICIENT DIGITAL INDUSTRIAL TRANSFORMATION
"THE CONSTRUCTION 4.0 TERM REPRESENTS AN ATTEMPT TO ADAPT INDUSTRYFOURTH FOR CIVIL CONSTRUCTION, USING ADVANCED TECHNOLOGIES TO OVERCOME THE SPECIFIC PROBLEMS OF THIS SECTOR. THE EVOLUTION OF THE DIGITAL ECOSYSTEMS BASED ON BUILDING INFORMATION MODELING (BIM) MAKES POSSIBLE THE CREATION OF DIGITALTWINS FROM PHYSICAL BUILDING ENVIRONMENTS. THESE DIGITALTWINS CAN MONITOR PHYSICAL RESOURCES (MATERIALS, EQUIPMENT, AND PERSONNEL) AT THE CONSTRUCTION SITE AND CAN BE INCORPORATED INTO THE CONSTRUCTION MANAGEMENT TO SUPPORT DECISION-MAKING. FOR THAT, APPROPRIATE AUXILIARY TOOLS MUST BE USED FOR DATA CAPTURE, STORAGE, AND VISUALIZATION. THIS STUDY AIMS TO PRESENT A FRAMEWORK AND AN APPLICATION OF DIGITALTWINS TO MONITOR PHYSICAL RESOURCES IN CONSTRUCTION SITES AND DISPLAY THE INFORMATION IN REAL-TIME, FOCUSING ON THE APPROACH OF THE TECHNOLOGIES INVOLVED. THE OBJECT OF STUDY IS THE METALLIC FORMWORKS FOR CONCRETE WALLS CONSTRUCTIVE SYSTEMS. THE METHODOLOGY USED IS EXPERIMENTAL RESEARCH. THE DIGITALTWIN IS CREATED WITH THE DIGITAL ECOSYSTEM OF FORGE, BASED ON A MODEL FIRST GENERATED IN REVIT. ON-SITE DATA COLLECTION TAKES PLACE USING A RADIO FREQUENCY IDENTIFICATION (RFID) SYSTEM. THE COLLECTED INFORMATION IS STORED IN FIREBASE, WHICH IS A NON-RELATIONAL DATABASE WITH REAL-TIME CLOUD SYNCHRONIZATION. A WEB APPLICATION ALLOWS THE VISUALIZATION OF THE THREE-DIMENSIONAL MODEL GENERATED IN FORGE, AS WELL AS THE GENERATION OF REPORTS FOR MONITORING AND DASHBOARDS TO DISPLAY THE COLLECTED INFORMATION. THE MAIN RESULT OF THE STUDY IS THE DIGITALTWIN THAT INTEGRATES A DERIVED BIM MODEL, A NON-RELATIONAL DATABASE, AN RFID SYSTEM, AND THE WEB APPLICATION TO MEET THE PROPOSED OBJECTIVE. © 2021 AMERICAN INSTITUTE OF PHYSICS INC.. ALL RIGHTS RESERVED.",DIGITALTWINS TO MONITOR PHYSICAL RESOURCES AT CONSTRUCTION SITES WITH WEB APPLICATION
"INDUSTRYFOURTH APPLICATIONS INTEGRATE AND ANALYZE INFORMATION FROM INDUSTRIAL MACHINES, PEOPLE INVOLVED IN PRODUCTION, PRODUCTS, AND PROCESSES TO DETERMINE HOW TO IMPROVE PRODUCTION EFFICIENCY, ENHANCE PRODUCT CONSISTENCY, AND REDUCE UNPLANNED MAINTENANCE IN INDUSTRIAL PLANTS. HOWEVER, INDUSTRYFOURTH APPLICATION DEVELOPMENT IS CURRENTLY COMPLEX AND EXPENSIVE DUE TO THE LACK OF EFFECTIVE REPRESENTATIONS OF COMPLEX INDUSTRIAL MACHINES IN THE CYBERSPACE, AND THE LIMITED SUPPORT OF IOT PLATFORMS IN USING SUCH REPRESENTATIONS TO MONITOR, PREDICT, AND MANGE PRODUCTION OUTCOMES. TO SIMPLIFY THE COMPLEXITY AND REDUCE THE COST OF INDUSTRYFOURTH APPLICATION DEVELOPMENT, THIS PAPER PROPOSES CYBER TWINS (CTS), WHICH IS A VARIANT OF DIGITALTWINS THAT IS SPECIFICALLY DESIGNED FOR MANUFACTURING, FOR REPRESENTING COMPLEX INDUSTRIAL MACHINES AND PROVIDING THE BUILDING BLOCKS FOR INDUSTRYFOURTH APPLICATION DEVELOPMENT. FURTHERMORE, THE PAPER PROPOSES A PLATFORM FOR CT-BASED INDUSTRYFOURTH APPLICATION DEVELOPMENT THAT OVERCOMES THE COMPLEXITY AND COST LIMITATIONS OF EXISTING IOT PLATFORMS IN DEVELOPING INDUSTRYFOURTH APPLICATIONS. THE PAPER PROVIDES EXAMPLES OF CTS FOR INDUSTRIAL MACHINES AND INDUSTRYFOURTH APPLICATIONS THAT DEMONSTRATE THE BENEFITS OF CT-BASED INDUSTRYFOURTH APPLICATION DEVELOPMENT VIA THE PROPOSED PLATFORM. © 2021 IEEE.",DIGITALTWINSBASED APPLICATION DEVELOPMENT FOR DIGITAL MANUFACTURING
"DIGITALTWINS ARE A SIGNIFICANT WAY TO ACHIEVE FAULT DETECTION OF VARIOUS SMARTMANUFACTURING, WHICH PROVIDE A NEW PARADIGM FOR COMPLEX INDUSTRIAL PROCESS MONITORING. WASTEWATER TREATMENT PROCESSES PLAY A CRUCIAL ROLE IN WATER RECYCLING, ITS FAILURES MAY CAUSE RISKS OF ADVERSE ENVIRONMENTAL IMPACTS. THIS PAPER STUDIES THE DIGITALTWINS FAULT DETECTION FRAMEWORK BASED ON THE CONVOLUTIONAL AUTOENCODER FOR WASTEWATER TREATMENT PROCESSES MONITORING. THE DESIGNED DIGITALTWINS FAULT DETECTION FRAMEWORK CAN SIMULATE THE SLUDGE BULKING FAILURE AND THE TOXIC IMPACT FAILURE CONDITIONS IN THE VIRTUAL SPACE TO CONSTRUCT THE SIMULATION DATA WITH CONTINUOUS UPDATING THROUGH WASTEWATER DATA. THE SIMULATION DATA IS DIVIDED INTO RATE OF CHANGE INFORMATION SUB-BLOCK, ORIGINAL SUB-BLOCK, AND CUMULATIVE INFORMATION SUB-BLOCK USING THE MULTI-BLOCK MODELING STRATEGY TO FULLY EXPLORE THE HIDDEN INFORMATION. FURTHER, THE SLIDING WINDOW METHOD IS UTILIZED TO RESAMPLE THE RECONSTRUCTED SUB-BLOCKS TO ENHANCE THE EFFECTS OF THE DETECTION PERFORMANCE. BAYESIAN FUSION IS ADOPTED, AND THE FINAL DECISION IS MADE BASED ON THE FUSED STATISTICAL VALUE AND THE CONTROL LIMIT. THE COMPARISON EXPERIMENTS TESTED ON THE DIGITALTWINS FAULT DETECTION FRAMEWORK DEMONSTRATE THE SUPERIORITY AND FEASIBILITY OF DETECTION PERFORMANCE. © 2023 ELSEVIER LTD",DIGITALTWINSBASED PROCESS MONITORING FOR WASTEWATER TREATMENT PROCESSES
"THE COVID-19 HAS BECOME A GLOBAL PANDEMIC THAT DRAMATICALLY IMPACTED HUMAN LIVES AND ECONOMIC ACTIVITIES. DUE TO THE HIGH RISK OF GETTING AFFECTED IN HIGH-DENSITY POPULATION AREAS AND THE IMPLEMENTATION OF NATIONAL EMERGENCY MEASURES UNDER THE COVID-19 PANDEMIC, BOTH TRAVEL AND TRANSPORTATION AMONG CITIES BECOME DIFFICULT FOR ENGINEERS AND EQUIPMENT. CONSEQUENTLY, THE COSTLY PHYSICAL COMMISSIONING OF A NEW MANUFACTURING SYSTEM IS GREATLY HINDERED. AS AN EMERGING TECHNOLOGY, DIGITALTWINS CAN ACHIEVE SEMI-PHYSICAL SIMULATION TO AVOID THE VAST COST OF PHYSICAL COMMISSIONING OF THE MANUFACTURING SYSTEM. THEREFORE, THIS PAPER PROPOSES A DIGITALTWINS-BASED REMOTE SEMI-PHYSICAL COMMISSIONING (DT-RSPC) APPROACH FOR OPEN ARCHITECTURE FLOW-TYPE SMARTMANUFACTURING SYSTEMS. A DIGITALTWIN SYSTEM IS DEVELOPED TO ENABLE THE REMOTE SEMI-PHYSICAL COMMISSIONING. THE PROPOSED APPROACH IS VALIDATED THROUGH A CASE STUDY OF DIGITALTWINS-BASED REMOTE SEMI-PHYSICAL COMMISSIONING OF A SMARTPHONE ASSEMBLY LINE. THE RESULTS SHOWED THAT COMBINING THE OPEN ARCHITECTURE DESIGN PARADIGM WITH THE PROPOSED DIGITALTWINS-BASED APPROACH MAKES THE COMMISSIONING OF A NEW FLOW-TYPE SMARTMANUFACTURING SYSTEM MORE SUSTAINABLE. © 2021 ELSEVIER LTD",DIGITALTWINSBASED REMOTE SEMIPHYSICAL COMMISSIONING OF FLOWTYPE SMARTMANUFACTURING SYSTEMS
"ULTRA‐PRECISION MACHINING (UPM) IS A KIND OF HIGHLY ACCURATE PROCESSING TECHNOLOGY DE-VELOPED TO SATISFY THE MANUFACTURING REQUIREMENTS OF HIGH‐END CUTTING‐EDGE PRODUCTS INCLUDING NU-CLEAR ENERGY PRODUCERS, VERY LARGE‐SCALE INTEGRATED CIRCUITS, LASERS, AND AIRCRAFT. THE INFORMATION ASYMMETRY PHENOMENON WIDELY EXISTS IN THE DESIGN AND CONTROL OF ULTRA‐PRECISION MACHINING. IT MAY LEAD TO INCONSISTENCY BETWEEN THE DESIGNED PERFORMANCE AND OPERATIONAL PERFORMANCE OF THE UPM EQUIPMENT ON STIFFNESS, THERMAL STABILITY, AND MOTION ACCURACY, WHICH RESULT FROM ITS DESIGN, MANUFACTURING, AND CONTROL, AND DETERMINE THE FORM ACCURACY AND SURFACE ROUGHNESS OF MACHINED PARTS. THE PERFORMANCE OF THE UPM EQUIPMENT SHOULD BE IMPROVED CONTINUOUSLY. IT IS STILL CHALLENG-ING TO REALIZE THE REAL‐TIME AND SELF‐ADAPTIVE CONTROL, IN WHICH BUILDING A HIGH‐FIDELITY AND COMPU-TATIONALLY EFFICIENT DIGITALTWIN IS A VALUABLE SOLUTION. NEVERTHELESS, THE INCORPORATION OF THE DIGITALTWIN TECHNOLOGY INTO THE UPM DESIGN AND CONTROL REMAINS VAGUE AND SOMETIMES CONTRADICTORY. BASED ON A LITERATURE SEARCH IN THE GOOGLE SCHOLAR DATABASE, THE CRITICAL ISSUES IN THE UPM DESIGN AND CONTROL, AND HOW TO USE THE DIGITALTWIN TECHNOLOGIES TO PROMOTE IT, ARE REVIEWED. FIRSTLY, THE DIGITALTWINS‐BASED UPM DESIGN, INCLUDING BEARINGS MODULE DESIGN, SPINDLE‐DRIVE MODULE DESIGN, STAGE SYSTEM MODULE DESIGN, SERVO MODULE DESIGN, AND CLAMPING MODULE DESIGN, ARE REVIEWED. SECONDLY, THE DIGITALTWINS‐BASED UPM CONTROL STUDIES, INCLUDING VOXEL MODELING, PROCESS PLANNING, PROCESS MONITORING, VIBRATION CONTROL, AND QUALITY PREDICTION, ARE REVIEWED. THE KEY ENABLING TECHNOLOGIES AND RESEARCH DIRECTIONS OF DIGITALTWINS‐BASED DESIGN AND CONTROL ARE DISCUSSED TO DEAL WITH THE INFORMATION ASYMMETRY PHENOMENON IN UPM. © 2021 BY THE AUTHORS. LICENSEE MDPI, BASEL, SWITZERLAND.",DIGITALTWINSBASED SMART DESIGN AND CONTROL OF ULTRAPRECISION MACHINING A REVIEW
"A SMARTMANUFACTURING SYSTEM (SMS) IS A MULTI-FIELD PHYSICAL SYSTEM WITH COMPLEX COUPLINGS AMONG VARIOUS COMPONENTS. USUALLY, DESIGNERS IN VARIOUS FIELDS CAN ONLY DESIGN SUBSYSTEMS OF AN SMS BASED ON THE LIMITED COGNITION OF DYNAMICS. CONDUCTING SMS DESIGNS CONCURRENTLY AND DEVELOPING A UNIFIED MODEL TO EFFECTIVELY IMITATE EVERY INTERACTION AND BEHAVIOR OF MANUFACTURING PROCESSES ARE CHALLENGING. AS AN EMERGING TECHNOLOGY, DIGITALTWINS CAN ACHIEVE SEMI-PHYSICAL SIMULATIONS TO REDUCE THE VAST TIME AND COST OF PHYSICAL COMMISSIONING/RECONFIGURATION BY THE EARLY DETECTION OF DESIGN ERRORS/FLAWS OF THE SMS. HOWEVER, THE DEVELOPMENT OF THE DIGITALTWINS CONCEPT IN THE SMS DESIGN REMAINS VAGUE. AN INNOVATIVE FUNCTION-STRUCTURE-BEHAVIOR-CONTROL-INTELLIGENCE-PERFORMANCE (FSBCIP) FRAMEWORK IS PROPOSED TO REVIEW HOW DIGITALTWINS TECHNOLOGIES ARE INTEGRATED INTO AND PROMOTE THE SMS DESIGN BASED ON A LITERATURE SEARCH IN THE WEB OF SCIENCE DATABASE. THE DEFINITIONS, FRAMEWORKS, MAJOR DESIGN STEPS, NEW BLUEPRINT MODELS, KEY ENABLING TECHNOLOGIES, DESIGN CASES, AND RESEARCH DIRECTIONS OF DIGITALTWINS-BASED SMS DESIGN ARE PRESENTED IN THIS SURVEY. IT IS EXPECTED THAT THIS SURVEY WILL SHED NEW LIGHT ON URGENT INDUSTRIAL CONCERNS IN DEVELOPING NEW SMSS IN THE INDUSTRYFOURTH ERA. © 2021",DIGITALTWINSBASED SMARTMANUFACTURING SYSTEM DESIGN IN INDUSTRYFOURTH A REVIEW
"BESIDE ALL THE CHALLENGES REGARDING CLIMATE CHANGE, RESOURCES SCARCITY AND QUALITY DEGRADATION OF DEPOSITS, THE MINING INDUSTRY IS BECOMING AN ENVIRONMENT THAT IS CONSTANTLY UNDER PRESSURE AND RESTRICTIVE. THE INCREASING OF RAW MATERIALS PRICES, THE UNSTABLE AND HIGH VOLATILE COMMODITY PRICES, THE DECREASING ORE GRADES AND THE RISING ENERGY COST HAVE SHOWN A CLINICAL IMPACT ON THE MINING SECTOR. ONE WAY TO MITIGATE THE VARIABILITY CAUSED BY THESE EXTERNAL FORCES IS TO TAKE ADVANTAGE OF THE LATEST ADVANCED INFORMATION TECHNOLOGIES AND SET UP AN INNOVATIVE STRATEGY TO OPTIMISE THE PROCESSING COST. A KEY ENABLER FOR THE OPTIMISATION OF THE MINERAL PROCESSING VALUE CHAIN AND FOR THE DIGITAL DISRUPTION OF THE MINING SECTOR IS THE DIGITALTWIN. DIGITALTWIN ENCOMPASSES DIGITAL MODELS OF THE PRODUCTION MODELS ENABLING A VIRTUAL REPRESENTATION OF A PHYSICAL SYSTEM AND ENSURING A CONTINUOUS REAL TIME INTERACTION, CORRECTION, CONTROL AND OPTIMISATION. CONSEQUENTLY, THE DIGITALTWIN COULD AFFORD AN ALLEVIATION OF THE MINERAL PROCESSING VARIABILITY IN TERMS OF MINERALOGY, FINAL PRODUCT’S GRADES, MECHANICAL SETTING AND PROCESSING CONFIGURATION. THIS TOPIC IS A PART OF THE MOROCCAN NATIONAL PROJECT “SMART CONNECTED MINE” THAT AROSE AFTER THE CONSORTIUM OF INDUSTRIALS AND RESEARCHERS FOR THE DIGITAL TRANSFORMATION OF THE MINING INDUSTRY. IN THIS PAPER, THE BACKGROUND OF THE DIGITALTWIN, ITS TYPES AND THE MAJOR MISCONCEPTIONS ABOUT IT ARE PRESENTED. THE VALUES, CHALLENGES OF THE IMPLEMENTATION OF SUCH CONCEPT AND ITS KEY ENABLERS TECHNOLOGIES ARE HIGHLIGHTED. ALSO AN ARCHITECTURAL FRAMEWORK FOR THE DIGITALTWIN IMPLEMENTATION IN A MINERAL PROCESSING PLANT IS PROPOSED AND THE MODELING APPROACHES ARE DISCUSSED. © 2022, THE AUTHOR(S), UNDER EXCLUSIVE LICENSE TO SPRINGER NATURE SWITZERLAND AG.",DIGITALTWINSBASED SMART MONITORING ANDOPTIMISATION OFMINERAL PROCESSING INDUSTRY
"THE INDUSTRYFOURTH IS A NEW INDUSTRIAL PARADIGM THAT AIMS TO FULFILL THE NEEDS FOR MORE RELIABLE, FLEXIBLE AND EFFICIENT INDUSTRIAL PROCESSES BY IMPLEMENTING DIGITAL TECHNOLOGY ON THE SHOP FLOOR. THE DEVELOPMENT OF SMART DEVICES, NEW SOFTWARE TOOLS AND COMMUNICATION PROTOCOLS MAKES IT POSSIBLE TO CONNECT REAL MACHINES AND INSTRUMENTS TO THE VIRTUAL SPACE, ENABLING MORE SOPHISTICATED CONTROL AND EVEN FUTURE PREDICTIONS. DIGITALTWINS ARE AN APPROACH FOR INTERCOMMUNICATING PHYSICAL AND VIRTUAL MACHINES OR SYSTEMS, WHOSE MAIN GOAL IS TO IMPROVE PERFORMANCE ON THE REAL SYSTEM BY USING INFORMATION FROM VIRTUAL TOOLS THAT SIMULATE THE PHYSICAL PARTS. TYPICAL APPLICATIONS INVOLVE PERFORMANCE ANALYSIS, BOTTLENECK DETECTION, FAILURE PREDICTION AND OTHERS. THE AMBITIOUS AIM OF REPLICATING THE BEHAVIOR OF WHOLE MACHINES OR SYSTEMS ALSO BRINGS A LOT OF CHALLENGES: MODELING AND SIMULATING COMPLEX SYSTEMS WITH ACCEPTABLE COMPUTATIONAL COSTS, ASSURING REAL-TIME COMMUNICATION AND DEVELOPING METHODS FOR DEEP ANALYSIS ARE SOME GOALS FOR RESEARCHERS AND VENDORS. THIS PAPER PRESENTS AN ARCHITECTURE PROPOSAL FOR PRACTICAL IMPLEMENTATION OF DIGITALTWINS, THAT IS BASED ON AN OPEN-SOURCE TOOL FOR PROCESS CONTROL, LIGHTWEIGHT COMMUNICATION PROTOCOLS AND FLEXIBLE TOOLS FOR MODELING AND 3D VISUALIZATION. THE IMPLEMENTATION IS MEANT TO MAKE THE PLATFORM AS GENERAL AS POSSIBLE, SO THAT A MYRIAD OF MACHINES AND PRODUCTION SYSTEMS CAN BE MODELED AND REPRESENTED ON THE DIGITALTWIN ARCHITECTURE. © 2019 IEEE.",DIGITALIZATION OF MANUFACTURING PROCESSES PROPOSAL AND EXPERIMENTAL RESULTS
"SUPPLY CHAIN MANAGEMENT IS ONE OF THE MOST PROMINENT AREAS THAT NEEDS TO INCORPORATE SUSTAINABILITY TO ACHIEVE RESPONSIBLE CONSUMPTION AND PRODUCTION (SDG 11).IT HAS BEEN IDENTIFIED THAT THERE ARE LIMITED STUDIES THAT HAVE PRESENTED THE SIGNIFICANCE OF DIFFERENT INDUSTRYFOURTH TECHNOLOGIES FROM THE PERSPECTIVE OF SUSTAINABLE SCM. THE PURPOSE OF THIS STUDY IS TO DISCUSS THE ROLE OF INDUSTRYFOURTH TECHNOLOGIES IN THE CONTEXT OF SUSTAINABLE SCM, AS WELL AS TO IDENTIFY IMPORTANT AREAS FOR FUTURE RESEARCH. THE PRISM FRAMEWORK IS FOLLOWED TO DISCUSS THE ROLE AND SIGNIFICANCE OF SUSTAINABLE SCM AND THE INTEGRATION OF INDUSTRYFOURTH-ENABLING TECHNOLOGIES SUCH AS THE INTERNET OF THINGS (IOT), CLOUD COMPUTING, BIG DATA, ARTIFICIAL INTELLIGENCE (AI), BLOCKCHAIN, AND DIGITALTWIN FOR SUSTAINABLE SCM. THE FINDINGS OF THE STUDY REVEAL THAT THERE ARE LIMITED EMPIRICAL STUDIES FOR DEVELOPING COUNTRIES AND THE MAJORITY ARE EMPHASIZED IN CASE STUDIES. ADDITIONALLY, A FEW STUDIES HAVE FOCUSED ON OPERATIONAL ASPECTS, ECONOMICS, AND AUTOMATION IN SCM. THE CURRENT STUDY IS ABLE TO CONTRIBUTE TO THE SIGNIFICANCE AND APPLICATION OF IOT, CLOUD COMPUTING, BIG DATA, AI, BLOCKCHAIN, AND DIGITALTWIN IN ACHIEVING SUSTAINABLE SCM IN THE FUTURE. THE CURRENT STUDY CAN BE EXPANDED TO DISCUSS THE INDUSTRYFOURTH-ENABLING TECHNOLOGIES IN ANALYZING SUSTAINABILITY PERFORMANCE IN ANY ORGANIZATION USING ENVIRONMENTAL, SOCIAL, AND GOVERNANCE (ESG) METRICS. © 2022 BY THE AUTHORS.",DIGITALIZATION OF SUPPLY CHAIN MANAGEMENT WITH INDUSTRYFOURTH ENABLING TECHNOLOGIES A SUSTAINABLE PERSPECTIVE
"SMART PRODUCTION SYSTEMS CONFORMING THE INDUSTRYFOURTH VISION ARE BASED ON SUBSYSTEMS THAT ARE INTEGRATED IN A WAY THAT SUPPORTS HIGH FLEXIBILITY AND RE-CONFIGURABILITY. SPECIFIC COMPONENTS AND DEVICES, SUCH AS INDUSTRIAL AND MOBILE ROBOTS OR TRANSPORT SYSTEMS, NOW POSE FULL-BLOWN SYSTEMS, AND THE ENTIRE INDUSTRYFOURTH PRODUCTION SYSTEM CONSTITUTES A SYSTEM-OF-SYSTEMS. TESTING, FINE-TUNING, AND PRODUCTION PLANNING ARE IMPORTANT TASKS IN THE ENTIRE ENGINEERING PRODUCTION SYSTEM LIFE-CYCLE. ALL THESE STEPS CAN BE SIGNIFICANTLY SUPPORTED AND IMPROVED BY DIGITALTWINS, WHICH ARE DIGITALIZED REPLICAS OF PHYSICAL SYSTEMS THAT ARE SYNCHRONIZED WITH THE REAL SYSTEMS AT RUNTIME. HOWEVER, THE DESIGN AND IMPLEMENTATION OF DIGITALTWINS FOR SUCH INTEGRATED, YET PARTLY STAND-ALONE, INDUSTRIAL SUB-SYSTEMS CAN REPRESENT CHALLENGING AND SIGNIFICANTLY TIME-CONSUMING ENGINEERING TASKS. IN THIS ARTICLE, THE PROBLEM OF THE DIGITALTWIN DESIGN FOR DISCRETE-EVENT PRODUCTION SYSTEMS IS ADDRESSED. THE ARTICLE ALSO PROPOSES TO UTILIZE A FORMAL DESCRIPTION OF PRODUCTION RESOURCES AND RELATED PRODUCTION OPERATIONS THAT THE RESOURCES CAN PERFORM. AN EXECUTABLE VERSION OF SUCH FORMALIZATION CAN BE AUTOMATICALLY DERIVED INTO A FORM OF A DIGITALTWIN. SUCH A DERIVED DIGITALTWIN CAN BE ENHANCED WITH OPERATION DURATION TIMES THAT ARE OBTAINED WITH PROCESS MINING METHODS, LEADING TO MORE REALISTIC SIMULATIONS FOR THE ENTIRE PRODUCTION SYSTEM. THE PROPOSED SOLUTION WAS SUCCESSFULLY TESTED AND VALIDATED IN THE INDUSTRYFOURTH TESTBED, EQUIPPED WITH FOUR ROBOTS AND A TRANSPORT SYSTEM, WHICH IS UTILIZED AS A USE-CASE IN THIS ARTICLE. © 2022 BY THE AUTHORS. LICENSEE MDPI, BASEL, SWITZERLAND.",DIGITALIZED AUTOMATION ENGINEERING OF INDUSTRYFOURTH PRODUCTION SYSTEMS AND THEIR TIGHT COOPERATION WITH DIGITALTWINS
"IMPLEMENTING DIGITAL CIRCULAR ECONOMY USE CASES PUTS HIGH REQUIREMENTS TO LIFECYCLE INFORMATION OF ASSETS, E.G. DEVICES, AND TO THE INFRASTRUCTURE STORING AND SERVING THIS INFORMATION. WE REVIEW THE REQUIREMENTS FROM CIRCULAR ECONOMY AND COMPARE THEM WITH CURRENT DEVELOPMENTS OF INDUSTRYFOURTH. WE OBSERVE THAT MOST GAPS REGARDING CIRCULAR ECONOMY REQUIREMENTS RELATE TO THE INFRASTRUCTURE. TO CLOSE THESE GAPS, WE PRESENT A VISION CALLED LONG-TERM STORAGE DIGITALTWIN (LTS DIGITALTWIN) AND SKETCH ITS USE FOR DISASSEMBLY DATA AND CARBON FOOTPRINT ESTIMATION USE CASES.",DIGITALLY ENABLED CIRCULAR ECONOMY WITH INDUSTRYFOURTH REQUIREMENT ANALYSIS AND IMPLEMENTATION VISION
"SMART FACTORIES MANAGE DIGITALTWINS (DTS) TO EVALUATE THE PERFORMANCE OF VARIOUS WHAT-IF PRODUCTION SCENARIOS. THIS ARTICLE PRESENTS A DT CONSISTENCY-CHECKING APPROACH TO MAINTAIN DT IN HIGH FIDELITY BY CHECKING WHETHER EACH SENSED TIMED EVENT FROM THE PHYSICAL MANUFACTURING PLANT IS UNDER ITS CORRESPONDING DT-BASED ESTIMATIONS IN RUNTIME. THE APPROACH TARGETS DTS DEVELOPED USING TIME COLORED PETRI NET (TCPN). TO BUILD THE CANDIDATES OF THE NEXT OBSERVABLE EVENT WITH OBSERVABLE TIME MARGINS, WE CONSIDERED THE STOCHASTIC PROPERTY OF THE PLANT, FREQUENT EXTERNAL ACTUATION CAUSED BY A NEW ORDER, MACHINE MAINTENANCE, ETC., AS WELL AS INTERMEDIATE UNOBSERVABLE STATE TRANSITIONS REACHING THE SENSIBLE EVENTS. BASED ON THE CONSIDERATIONS, WE PROPOSE AN ITERATIVE METHOD TO BUILD THE VIRTUAL ESTIMATES FOR STREAMING PHYSICAL EVENTS USING EFFICIENTLY EVOLVED STATE-CLASS GRAPHS (SCGS). WE ALSO PROPOSE A TCPN PARTITIONING METHOD TO ACCELERATE THE SCG-EVOLUTION AND MAKE DT MAINTENANCE EASIER BY SUPPORTING THE ISOLATION OF INCONSISTENT SUBNETS BEING DIAGNOSED. WE APPLIED THE APPROACH TO A USB FLASH-DRIVE FACTORY TO PROVE THE CONCEPT AND EVALUATED THE PERFORMANCE UNDER VARIOUS SITUATIONS TO SHOW SPEEDUPS OF THE SCG EVOLUTION, THAT IS THE CRUCIAL OVERHEAD OF THE ESTIMATION. © 2005-2012 IEEE.",DIGITALTWIN CONSISTENCY CHECKING BASED ON OBSERVED TIMED EVENTS WITH UNOBSERVABLE TRANSITIONS IN SMARTMANUFACTURING
